"","X1","ID","weights","ss","healthcare","school","welfare","env","poor","sci","tax_mill","red_ineq","min_wage","job_gov","sex_orig","sex","white","black","asian","hisp","born","class","educ","income","age","black_favors","blm","black_deserve","black_try","slave","vote_duty","int_camp","int_pol","int_med","lib_con_spec","party_id","strong_weak","ind","seven_point","trad","true","bend","lib_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","pol_pca1_scaled"
"4022",4022,4842,0.5793,2,2,3,2,3,3,1,3,2,3,4,1,1,1,0,0,0,1,NA,10,15,51,4,0,5,4,1,3,3,3,2,4,3,NA,1,5,2,2,2,-0.93149326675287,-0.457904726574139,-0.380535487041776,0.503766214581685,-0.931928860125755,-0.386322500363304,0.509539014365604,-0.457994332229513
"4023",4023,4843,0.3431,3,2,2,2,2,2,1,2,NA,3,1,2,0,1,0,0,0,1,NA,10,7,61,5,50,5,2,2,3,3,3,4,6,3,NA,1,5,4,2,4,0.147914838047804,0.961673482111723,-1.45452657245438,-0.0970508813387167,0.147984007332762,-1.476646361378,-0.0981630148852001,0.961861668381966
"4024",4024,4844,0.6129,3,2,3,2,3,2,1,3,2,4,4,1,1,1,0,0,0,1,NA,10,20,65,4,85,3,4,4,3,2,3,3,5,3,NA,3,3,2,2,5,0.68761889044814,0.251884377768792,0.516514253290854,-0.0970508813387167,0.68794044106202,0.524369170811924,-0.0981630148852001,0.251933668076226
"4025",4025,4845,0.3366,3,3,2,2,2,2,1,3,1,4,4,1,1,1,0,0,0,1,2,13,25,66,4,61,3,4,4,NA,3,4,3,3,2,2,NA,6,3,4,2,0.0314003364271815,0.934460143396336,0.516514253290854,0.417132860192843,0.0314150201387467,0.524369170811924,0.421912903823173,0.934643004390579
"4026",4026,4846,0.7683,2,2,3,1,3,2,1,3,2,4,2,1,1,1,0,0,0,4,1,10,18,51,5,50,4,4,2,3,3,3,2,5,3,NA,1,5,2,1,3,-0.873236015942559,-0.457904726574139,-0.199479803650882,-0.666775988641804,-0.873644366528747,-0.202513403197872,-0.674416763611896,-0.457994332229513
"4027",4027,4847,0.9283,3,3,2,1,3,1,3,3,1,4,6,1,1,1,0,0,0,1,NA,9,9,50,4,50,5,3,2,NA,2,2,2,NA,3,NA,2,4,4,2,2,-0.93149326675287,-1.14048049220168,1.23250831023259,-0.753409343030646,-0.931928860125755,1.25125174482172,-0.762042874154327,-1.14070366854387
"4028",4028,4848,0.7819,2,3,2,2,3,2,1,3,1,4,3,2,0,1,0,0,0,1,2,14,17,40,3,50,2,2,4,NA,2,3,2,5,2,2,NA,6,4,5,5,2.13195929521822,-0.457904726574139,0.158517224819986,0.417132860192843,2.13295626145877,0.160927883807026,0.421912903823173,-0.457994332229513
"4029",4029,4849,0.4217,3,3,3,1,3,2,1,3,2,4,3,2,0,1,0,0,0,1,1,NA,5,40,5,10,5,4,1,1,3,4,4,3,1,1,NA,1,1,5,5,2.13195929521822,1.64424924773927,0.158517224819986,-0.152592247110244,2.13295626145877,0.160927883807026,-0.154340844903523,1.64457100469632
"4030",4030,4850,1.6757,2,1,2,2,2,2,3,1,2,3,NA,2,0,1,0,0,0,1,1,9,17,24,3,0,3,3,3,NA,3,3,2,NA,2,2,NA,6,3,3,3,0.0896575872374925,-0.457904726574139,-0.483579423675585,-0.611234622870276,0.0896995137357543,-0.490933483052761,-0.618238933593573,-0.457994332229513
"4031",4031,4851,0.4841,1,1,2,1,3,1,3,1,NA,4,7,2,0,1,0,0,0,4,1,10,6,43,4,50,5,5,1,NA,2,1,1,6,2,1,NA,7,1,1,2,-1.4129400683429,-2.53284536217216,1.59050533870346,-1.78177682609376,-1.41360080025801,1.61469303182662,-1.80219471157107,-2.53334100516396
"4032",4032,4852,0.758,3,1,3,1,3,3,1,3,1,4,4,2,0,1,0,0,0,1,NA,13,NA,70,5,70,5,3,2,1,2,4,4,4,2,2,NA,6,4,1,3,-0.873236015942559,1.64424924773927,0.516514253290854,-0.580142634252962,-0.873644366528747,0.524369170811924,-0.586790653069465,1.64457100469632
"4033",4033,4853,0.8092,3,1,2,1,1,1,1,2,NA,1,2,2,0,1,0,0,0,1,NA,10,17,73,5,0,5,5,2,NA,2,2,2,6,3,NA,1,5,3,4,3,0.571104388827518,-1.14048049220168,-2.89062902464877,-1.78177682609376,0.571371453868005,-2.93458841672356,-1.80219471157107,-1.14070366854387
"4034",4034,4854,0.3335,3,3,3,3,3,3,1,3,NA,4,1,2,0,NA,NA,NA,0,1,NA,NA,NA,58,1,NA,NA,NA,2,3,3,4,3,NA,1,1,NA,1,5,5,4,1.59225524281788,0.934460143396336,-0.55747683212175,1.58767506341633,1.59299982772951,-0.56595469020277,1.60586868180067,0.934643004390579
"4035",4035,4855,1.1344,3,3,3,1,3,3,1,3,1,4,4,1,1,0,1,0,0,4,NA,10,24,55,1,NA,2,1,4,3,3,3,3,2,1,1,NA,1,4,4,5,1.65051249362819,0.251884377768792,0.516514253290854,0.448224848810157,1.65128432132652,0.524369170811924,0.453361184347281,0.251933668076226
"4036",4036,4856,0.6647,3,3,3,1,3,2,1,3,1,4,7,2,0,1,0,0,0,4,NA,10,15,32,5,57,3,5,4,NA,2,3,3,4,3,NA,1,5,2,2,2,-0.93149326675287,0.251884377768792,1.59050533870346,-0.152592247110244,-0.931928860125755,1.61469303182662,-0.154340844903523,0.251933668076226
"4037",4037,4857,1.0575,2,1,2,1,2,2,3,2,NA,3,1,1,1,1,0,0,0,1,NA,10,25,55,5,15,5,4,1,3,3,3,2,6,2,1,NA,7,2,1,1,-1.95264412074323,-0.457904726574139,-1.45452657245438,-1.18095973017336,-1.95355723398726,-1.476646361378,-1.19449268232027,-0.457994332229513
"4038",4038,4858,0.3916,2,1,2,2,2,2,3,2,NA,2,NA,1,1,1,0,0,0,1,NA,10,11,24,1,NA,4,4,4,NA,1,3,2,6,2,2,NA,6,3,4,4,1.11080844122786,-0.457904726574139,-1.38062916400821,-0.611234622870276,1.11132788759726,-1.40162515422799,-0.618238933593573,-0.457994332229513
"4039",4039,4859,0.375,2,2,1,1,2,2,3,2,NA,4,4,1,1,1,0,0,0,1,NA,10,3,69,4,16,2,1,4,2,3,3,2,5,3,NA,1,5,3,3,5,1.16906569203817,-0.457904726574139,0.516514253290854,-0.666775988641804,1.16961238119427,0.524369170811924,-0.674416763611896,-0.457994332229513
"4040",4040,4860,0.854,3,2,3,2,2,2,3,1,NA,3,2,2,0,1,0,0,0,1,NA,12,11,45,5,40,5,4,1,1,2,3,2,4,NA,NA,2,NA,2,2,4,0.147914838047804,-0.457904726574139,-1.09652954398351,-0.0970508813387167,0.147984007332762,-1.1132050743731,-0.0981630148852001,-0.457994332229513
"4041",4041,4861,0.3267,3,3,3,3,3,3,1,3,3,4,6,2,0,1,0,0,0,4,NA,16,12,53,1,70,3,1,5,1,3,4,4,2,1,1,NA,1,5,5,5,2.13195929521822,1.64424924773927,1.23250831023259,1.58767506341633,2.13295626145877,1.25125174482172,1.60586868180067,1.64457100469632
"4042",4042,4862,0.9677,2,1,3,1,2,1,3,3,2,4,2,1,1,1,0,0,0,1,NA,13,21,55,5,15,5,4,1,NA,2,3,3,5,2,2,NA,6,2,2,3,-0.391789214352533,0.251884377768792,-0.199479803650882,-1.78177682609376,-0.391972426396496,-0.202513403197872,-1.80219471157107,0.251933668076226
"4043",4043,4863,0.8614,2,1,2,1,2,2,3,3,NA,3,3,2,0,1,0,0,0,1,NA,10,21,58,5,15,5,4,1,NA,3,3,3,4,3,NA,1,5,2,2,2,-0.93149326675287,0.251884377768792,-0.738532515512644,-1.18095973017336,-0.931928860125755,-0.749763787368202,-1.19449268232027,0.251933668076226
"4044",4044,4864,1.6575,3,2,3,1,2,2,1,3,2,3,NA,1,1,1,0,0,0,1,2,9,19,32,3,0,5,5,1,NA,2,1,1,NA,3,NA,2,4,1,1,2,-1.4129400683429,-2.53284536217216,-0.483579423675585,-0.666775988641804,-1.41360080025801,-0.490933483052761,-0.674416763611896,-2.53334100516396
"4045",4045,4865,0,2,NA,3,2,2,2,1,NA,NA,NA,4,1,1,1,0,0,0,1,2,15,7,71,NA,NA,NA,NA,NA,NA,3,NA,NA,6,2,1,NA,7,NA,NA,NA,0,0,0.103043936633809,0.013325134269141,-1.21394757586755e-16,0.104610982689456,0.0134778307581137,6.95455484492392e-17
"4046",4046,4866,0,2,NA,3,2,3,2,3,NA,NA,NA,2,1,1,1,0,0,0,1,NA,9,11,30,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2,NA,2,NA,NA,NA,0,0,-0.612950120307927,0.013325134269141,-1.21394757586755e-16,-0.62227159132034,0.0134778307581137,6.95455484492392e-17
"4047",4047,4867,0,3,NA,3,1,1,3,3,NA,NA,NA,1,1,1,1,0,0,0,1,1,11,15,86,NA,NA,NA,NA,NA,1,3,NA,NA,7,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,0.0444171228864551,-1.21394757586755e-16,-0.985712878325238,0.0449261112822216,6.95455484492392e-17
"4048",4048,4868,0.763,2,3,3,1,3,2,1,3,2,4,5,1,1,1,0,0,0,1,NA,9,16,74,4,60,2,3,2,NA,3,3,3,NA,3,NA,2,4,2,2,3,-0.391789214352533,0.251884377768792,0.874511281761722,-0.152592247110244,-0.391972426396496,0.887810457816822,-0.154340844903523,0.251933668076226
"4049",4049,4869,0.5989,3,3,3,2,1,2,3,3,NA,3,1,1,1,1,0,0,0,1,NA,10,3,70,5,0,5,5,1,3,3,4,4,7,3,NA,1,5,4,1,5,0.206172088858114,1.64424924773927,-1.45452657245438,0.417132860192843,0.206268500929769,-1.476646361378,0.421912903823173,1.64457100469632
"4050",4050,4870,0,2,NA,1,1,1,1,3,NA,NA,NA,1,1,1,1,0,0,0,1,NA,11,27,43,NA,NA,NA,NA,NA,NA,2,NA,NA,6,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,-1.15721706895435,-1.21394757586755e-16,-0.985712878325238,-1.17047794721939,6.95455484492392e-17
"4051",4051,4871,1.0338,3,2,3,2,3,2,1,3,2,4,3,2,0,1,0,0,0,1,NA,13,28,54,3,16,4,3,4,3,3,3,3,3,1,1,NA,1,4,3,3,0.0896575872374925,0.251884377768792,0.158517224819986,-0.0970508813387167,0.0896995137357543,0.160927883807026,-0.0981630148852001,0.251933668076226
"4052",4052,4872,1.2179,3,3,3,3,3,3,1,2,1,4,5,2,0,0,0,0,1,2,NA,9,11,46,4,70,3,1,3,NA,3,3,3,NA,3,NA,2,4,5,4,2,0.0314003364271815,0.251884377768792,0.874511281761722,1.58767506341633,0.0314150201387467,0.887810457816822,1.60586868180067,0.251933668076226
"4053",4053,4873,0.8727,3,2,2,1,2,1,1,3,NA,4,2,2,0,1,0,0,0,1,NA,13,15,54,4,85,2,3,2,3,2,2,2,6,2,2,NA,6,2,3,2,-0.450046465162844,-1.14048049220168,-0.199479803650882,-1.26759308456221,-0.450256919993504,-0.202513403197872,-1.2821187928627,-1.14070366854387
"4054",4054,4874,1.7794,2,3,3,2,3,2,2,3,NA,4,5,2,0,0,1,0,0,1,NA,9,1,47,5,84,5,4,1,3,2,3,3,NA,1,1,NA,1,3,3,2,-0.450046465162844,0.251884377768792,0.874511281761722,0.417132860192843,-0.450256919993504,0.887810457816822,0.421912903823173,0.251933668076226
"4055",4055,4875,0.4513,2,2,1,1,3,2,1,3,1,4,2,2,0,1,0,0,0,1,NA,12,9,57,5,30,3,2,5,NA,3,3,4,2,3,NA,3,3,5,4,5,1.65051249362819,0.961673482111723,-0.199479803650882,-0.666775988641804,1.65128432132652,-0.202513403197872,-0.674416763611896,0.961861668381966
"4056",4056,4876,0.8099,3,3,3,1,2,1,3,1,NA,4,1,2,0,1,0,0,0,1,NA,14,1,51,5,15,2,4,4,3,2,2,1,NA,2,1,NA,7,2,2,4,0.147914838047804,-1.85026959654461,-0.55747683212175,-0.753409343030646,0.147984007332762,-0.56595469020277,-0.762042874154327,-1.8506316688496
"4057",4057,4877,0,3,NA,3,3,3,3,3,NA,NA,NA,NA,1,1,1,0,0,1,4,NA,9,NA,24,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,2,NA,2,NA,NA,NA,0,0,0,1.18386733749263,-1.21394757586755e-16,2.46010196014711e-17,1.19743360873561,6.95455484492392e-17
"4058",4058,4878,1.8304,2,2,3,1,2,1,3,2,NA,3,2,2,0,0,0,1,0,1,2,13,NA,NA,4,30,4,4,4,NA,2,2,2,4,1,2,NA,2,4,3,3,0.0896575872374925,-1.14048049220168,-1.09652954398351,-1.26759308456221,0.0896995137357543,-1.1132050743731,-1.2821187928627,-1.14070366854387
"4059",4059,4879,0.3567,3,1,3,3,3,3,1,3,2,4,7,1,1,1,0,0,0,1,2,14,NA,NA,5,60,5,5,1,NA,2,3,2,4,2,2,NA,6,1,1,2,-1.4129400683429,-0.457904726574139,1.59050533870346,0.559307580353212,-1.41360080025801,1.61469303182662,0.565716844383927,-0.457994332229513
"4060",4060,4880,0,3,NA,2,1,2,2,3,NA,NA,NA,NA,2,0,1,0,0,0,1,1,14,13,58,NA,NA,NA,NA,NA,NA,2,NA,NA,4,5,NA,2,NA,NA,NA,NA,0,0,0,-0.556399973033946,-1.21394757586755e-16,2.46010196014711e-17,-0.562775917968582,6.95455484492392e-17
"4061",4061,4881,0.9821,3,2,2,1,2,2,3,2,1,3,NA,2,0,1,0,0,0,1,NA,4,11,79,5,0,3,5,3,3,3,4,3,4,2,2,NA,6,1,1,3,-0.873236015942559,0.934460143396336,-0.483579423675585,-0.666775988641804,-0.873644366528747,-0.490933483052761,-0.674416763611896,0.934643004390579
"4062",4062,4882,0,2,NA,3,2,3,3,1,NA,NA,NA,NA,1,1,0,0,0,1,1,NA,10,18,50,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,0,0,0,0.614142230189542,-1.21394757586755e-16,2.46010196014711e-17,0.621179860008917,6.95455484492392e-17
"4063",4063,4883,0.9418,3,2,3,1,1,2,1,2,NA,4,2,1,1,1,0,0,0,1,NA,13,25,47,3,16,5,2,4,2,3,3,3,5,2,1,NA,7,2,2,4,0.147914838047804,0.251884377768792,-0.199479803650882,-0.666775988641804,0.147984007332762,-0.202513403197872,-0.674416763611896,0.251933668076226
"4064",4064,4884,0,2,NA,2,2,2,2,3,NA,NA,NA,NA,1,1,0,1,0,0,4,NA,10,25,53,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,3,3,NA,NA,NA,0,0,0,0.013325134269141,-1.21394757586755e-16,2.46010196014711e-17,0.0134778307581137,6.95455484492392e-17
"4065",4065,4885,1.7097,3,2,3,2,3,3,1,3,NA,3,4,2,0,0,0,0,1,1,NA,10,23,22,2,85,2,2,5,3,3,3,2,4,3,NA,2,4,4,3,4,0.629361639637829,-0.457904726574139,-0.380535487041776,0.503766214581685,0.629655947465013,-0.386322500363304,0.509539014365604,-0.457994332229513
"4066",4066,4886,0.7126,2,3,2,2,2,2,1,3,1,3,2,2,0,1,0,0,0,1,NA,13,13,32,2,50,3,2,4,NA,3,3,3,3,1,2,NA,2,3,5,4,1.59225524281788,0.251884377768792,-1.09652954398351,0.417132860192843,1.59299982772951,-1.1132050743731,0.421912903823173,0.251933668076226
"4067",4067,4887,0,2,NA,2,2,3,2,1,NA,NA,NA,4,2,0,1,0,0,0,1,NA,13,NA,53,NA,NA,NA,NA,NA,1,1,NA,NA,2,3,NA,3,3,NA,NA,NA,0,0,0.103043936633809,0.013325134269141,-1.21394757586755e-16,0.104610982689456,0.0134778307581137,6.95455484492392e-17
"4068",4068,4888,0.4836,3,3,3,2,2,3,2,3,1,4,7,2,0,1,1,0,0,1,NA,12,12,37,4,51,4,3,4,3,1,2,2,5,1,2,NA,2,3,2,5,0.68761889044814,-1.14048049220168,1.59050533870346,1.01794995611324,0.68794044106202,1.61469303182662,1.02961493307398,-1.14070366854387
"4069",4069,4889,0.7266,3,3,3,2,3,2,1,3,1,4,4,1,1,1,0,0,0,1,NA,13,17,38,2,70,2,1,5,2,3,3,3,3,1,1,NA,1,4,3,4,0.629361639637829,0.251884377768792,0.516514253290854,0.417132860192843,0.629655947465013,0.524369170811924,0.421912903823173,0.251933668076226
"4070",4070,4890,0,3,NA,1,1,2,1,1,NA,NA,NA,3,1,1,1,0,0,0,1,NA,9,22,38,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2,1,NA,7,NA,NA,NA,0,0,-0.254953091837059,-1.15721706895435,-1.21394757586755e-16,-0.258830304315442,-1.17047794721939,6.95455484492392e-17
"4071",4071,4891,0,2,NA,3,2,3,2,1,NA,NA,NA,7,2,0,1,0,0,0,1,NA,9,7,23,NA,NA,NA,NA,NA,3,3,NA,NA,2,1,1,NA,1,NA,NA,NA,0,0,1.17703502204641,0.013325134269141,-1.21394757586755e-16,1.19493484370415,0.0134778307581137,6.95455484492392e-17
"4072",4072,4892,0.7955,3,2,3,3,2,3,1,1,2,4,7,2,0,1,0,0,1,1,NA,5,1,42,5,81,1,5,5,NA,1,2,1,NA,3,NA,2,4,1,1,1,-1.95264412074323,-1.85026959654461,1.59050533870346,1.07349132188477,-1.95355723398726,1.61469303182662,1.0857927630923,-1.8506316688496
"4073",4073,4893,0.385,3,3,3,1,3,3,3,3,NA,4,NA,2,0,1,0,0,0,1,NA,12,14,32,1,40,2,2,4,3,2,2,2,2,1,1,NA,1,3,3,3,0.0896575872374925,-1.14048049220168,0.413470316657045,0.448224848810157,0.0896995137357543,0.419758188122468,0.453361184347281,-1.14070366854387
"4074",4074,4894,0,3,NA,3,2,3,3,3,NA,NA,NA,2,2,0,1,0,0,1,4,NA,6,1,74,NA,NA,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,0,0,-0.612950120307927,0.614142230189542,-1.21394757586755e-16,-0.62227159132034,0.621179860008917,6.95455484492392e-17
"4075",4075,4895,0.5288,2,2,3,2,3,2,1,3,1,4,4,1,1,1,0,0,0,1,NA,10,18,53,4,49,3,2,4,NA,2,3,3,4,1,1,NA,1,4,5,3,1.05255119041754,0.251884377768792,0.516514253290854,-0.0970508813387167,1.05304339400026,0.524369170811924,-0.0981630148852001,0.251933668076226
"4076",4076,4896,0.9539,3,3,3,3,3,3,1,3,1,4,5,2,0,1,0,0,0,1,NA,10,21,43,2,73,2,2,4,3,3,4,3,2,1,1,NA,1,3,4,4,1.11080844122786,0.934460143396336,0.874511281761722,1.58767506341633,1.11132788759726,0.887810457816822,1.60586868180067,0.934643004390579
"4077",4077,4897,0.7071,2,1,2,2,2,2,3,2,NA,3,5,1,1,1,0,0,0,1,NA,10,23,67,4,0,4,3,2,1,3,3,4,6,3,NA,1,5,3,2,2,-0.93149326675287,0.961673482111723,-0.0225384585709079,-0.611234622870276,-0.931928860125755,-0.0228812133584061,-0.618238933593573,0.961861668381966
"4078",4078,4898,1.4821,2,3,2,2,2,2,3,3,NA,3,4,1,1,1,0,0,0,1,1,9,15,19,5,0,4,4,2,NA,1,3,3,NA,2,2,NA,6,3,2,2,-0.93149326675287,0.251884377768792,-0.380535487041776,0.417132860192843,-0.931928860125755,-0.386322500363304,0.421912903823173,0.251933668076226
"4079",4079,4899,0.9458,2,3,3,3,3,3,1,3,3,4,5,2,0,1,0,0,0,1,NA,14,15,28,2,75,2,1,4,3,3,4,4,1,1,1,NA,1,4,4,3,0.571104388827518,1.64424924773927,0.874511281761722,1.58767506341633,0.571371453868005,0.887810457816822,1.60586868180067,1.64457100469632
"4080",4080,4900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,1,1,0,0,1,NA,11,NA,27,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,2,4,NA,NA,NA,0,0,-0.254953091837059,0,-1.21394757586755e-16,-0.258830304315442,1.39211039685073e-16,6.95455484492392e-17
"4081",4081,4901,0.8399,3,3,3,2,2,3,1,3,1,4,3,1,1,0,0,1,0,4,NA,13,15,43,5,70,3,3,4,3,2,1,1,NA,1,2,NA,2,2,3,3,0.0896575872374925,-2.53284536217216,0.158517224819986,1.01794995611324,0.0896995137357543,0.160927883807026,1.02961493307398,-2.53334100516396
"4082",4082,4902,0.4061,2,1,2,1,3,1,1,3,2,4,4,1,1,1,0,0,0,4,NA,12,12,28,5,0,5,5,1,1,2,3,2,NA,3,NA,2,4,3,2,4,0.147914838047804,-0.457904726574139,0.516514253290854,-1.78177682609376,0.147984007332762,0.524369170811924,-1.80219471157107,-0.457994332229513
"4083",4083,4903,3.0479,3,2,3,3,2,3,1,3,1,4,NA,1,1,0,1,0,0,1,NA,8,3,46,1,NA,1,1,5,3,3,3,4,NA,1,1,NA,1,3,2,1,-1.47119731915321,0.961673482111723,0.413470316657045,1.07349132188477,-1.47188529385501,0.419758188122468,1.0857927630923,0.961861668381966
"4084",4084,4904,0.4138,2,2,1,3,2,2,3,3,1,3,NA,1,1,0,0,1,0,4,NA,14,24,31,1,52,3,3,4,NA,3,2,3,NA,3,NA,1,5,3,1,1,-1.95264412074323,-0.430691387858752,-0.483579423675585,0.472674225964371,-1.95355723398726,-0.490933483052761,0.478090733841496,-0.430775668238126
"4085",4085,4905,0.8482,1,3,3,1,3,3,2,1,2,4,7,2,0,1,0,0,0,1,NA,12,11,21,2,NA,4,4,2,NA,2,1,1,4,1,2,NA,2,4,1,3,-0.873236015942559,-2.53284536217216,1.59050533870346,0.448224848810157,-0.873644366528747,1.61469303182662,0.453361184347281,-2.53334100516396
"4086",4086,4906,0.7508,1,3,3,3,3,3,1,3,1,4,5,2,0,1,0,0,0,1,NA,14,27,59,2,67,1,1,5,3,3,4,4,2,3,NA,3,3,5,5,5,2.13195929521822,1.64424924773927,0.874511281761722,1.58767506341633,2.13295626145877,0.887810457816822,1.60586868180067,1.64457100469632
"4087",4087,4907,0.3707,3,3,2,1,3,1,1,3,1,3,3,2,0,1,0,0,0,1,NA,12,20,49,5,0,5,5,1,3,3,3,3,4,2,2,NA,6,1,1,1,-1.95264412074323,0.251884377768792,-0.738532515512644,-0.753409343030646,-1.95355723398726,-0.749763787368202,-0.762042874154327,0.251933668076226
"4088",4088,4908,0,2,NA,2,1,2,1,3,NA,NA,NA,4,2,0,1,0,0,0,1,NA,9,7,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,7,NA,NA,NA,0,0,0.103043936633809,-1.15721706895435,-1.21394757586755e-16,0.104610982689456,-1.17047794721939,6.95455484492392e-17
"4089",4089,4909,0.7099,3,3,3,3,3,3,1,1,3,4,5,1,1,0,1,0,0,4,NA,10,1,47,5,NA,1,5,5,3,2,3,3,NA,1,1,NA,1,1,2,1,-1.47119731915321,0.251884377768792,0.874511281761722,1.58767506341633,-1.47188529385501,0.887810457816822,1.60586868180067,0.251933668076226
"4090",4090,4910,0.7586,3,3,3,1,3,3,1,3,1,4,6,1,1,1,0,0,1,1,NA,10,4,37,3,59,2,4,5,NA,2,3,3,4,1,2,NA,2,2,2,1,-1.47119731915321,0.251884377768792,1.23250831023259,0.448224848810157,-1.47188529385501,1.25125174482172,0.453361184347281,0.251933668076226
"4091",4091,4911,1.3638,3,3,3,2,2,2,3,3,2,4,4,2,0,1,0,0,0,1,NA,9,3,40,3,0,5,3,3,3,2,1,3,4,3,NA,2,4,3,3,3,0.0896575872374925,-1.1132671534863,0.516514253290854,0.417132860192843,0.0896995137357543,0.524369170811924,0.421912903823173,-1.11348500455248
"4092",4092,4912,0.823,2,3,3,2,3,2,2,3,3,3,3,2,0,1,0,0,0,1,1,12,2,21,3,72,3,3,3,NA,1,1,1,NA,1,2,NA,2,3,3,5,1.16906569203817,-2.53284536217216,-0.738532515512644,0.417132860192843,1.16961238119427,-0.749763787368202,0.421912903823173,-2.53334100516396
"4093",4093,4913,1.0058,3,3,3,3,3,3,1,1,3,4,5,1,1,0,1,0,0,1,NA,10,2,45,3,NA,3,3,3,NA,2,3,2,NA,1,1,NA,1,3,3,3,0.0896575872374925,-0.457904726574139,0.874511281761722,1.58767506341633,0.0896995137357543,0.887810457816822,1.60586868180067,-0.457994332229513
"4094",4094,4914,3.6407,3,3,3,2,3,3,3,3,NA,4,1,2,0,1,0,0,0,1,2,9,12,85,4,0,1,2,4,3,3,3,4,5,2,1,NA,7,2,3,4,0.629361639637829,0.961673482111723,-0.55747683212175,1.01794995611324,0.629655947465013,-0.56595469020277,1.02961493307398,0.961861668381966
"4095",4095,4915,1.3699,3,3,3,2,3,3,3,1,3,4,7,2,0,0,1,0,0,1,NA,10,17,32,2,NA,1,4,5,1,1,1,1,4,3,NA,3,3,3,3,3,0.0896575872374925,-2.53284536217216,1.59050533870346,1.01794995611324,0.0896995137357543,1.61469303182662,1.02961493307398,-2.53334100516396
"4096",4096,4916,0.8722,3,2,2,1,3,1,3,2,NA,4,2,2,0,1,0,0,0,1,NA,14,26,51,4,35,4,4,2,1,2,3,2,5,3,NA,1,5,3,2,3,-0.391789214352533,-0.457904726574139,-0.199479803650882,-1.26759308456221,-0.391972426396496,-0.202513403197872,-1.2821187928627,-0.457994332229513
"4097",4097,4917,0.3893,2,3,3,3,3,3,2,3,3,4,4,2,0,1,0,0,0,1,NA,12,8,33,5,0,5,5,2,NA,2,2,2,4,3,NA,1,5,2,1,5,0.206172088858114,-1.14048049220168,0.516514253290854,1.58767506341633,0.206268500929769,0.524369170811924,1.60586868180067,-1.14070366854387
"4098",4098,4918,0,2,NA,3,2,2,2,1,NA,NA,NA,4,2,0,1,0,0,0,1,2,10,22,41,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,6,NA,NA,NA,0,0,0.103043936633809,0.013325134269141,-1.21394757586755e-16,0.104610982689456,0.0134778307581137,6.95455484492392e-17
"4099",4099,4919,0.6307,2,3,2,1,3,2,1,3,1,4,4,1,1,1,0,0,0,4,2,10,23,32,3,47,3,4,2,NA,3,4,4,2,1,1,NA,1,4,3,3,0.0896575872374925,1.64424924773927,0.516514253290854,-0.152592247110244,0.0896995137357543,0.524369170811924,-0.154340844903523,1.64457100469632
"4100",4100,4920,0.8715,3,3,3,1,3,2,1,3,1,4,4,1,1,1,0,0,0,4,NA,10,24,68,2,70,2,2,4,NA,2,3,2,4,1,1,NA,1,5,3,4,0.629361639637829,-0.457904726574139,0.516514253290854,-0.152592247110244,0.629655947465013,0.524369170811924,-0.154340844903523,-0.457994332229513
"4101",4101,4921,0.4915,3,3,3,2,3,3,1,3,1,4,5,1,1,1,0,0,0,1,NA,13,11,43,3,40,3,2,5,3,3,4,4,2,3,NA,3,3,3,4,3,0.571104388827518,1.64424924773927,0.874511281761722,1.01794995611324,0.571371453868005,0.887810457816822,1.02961493307398,1.64457100469632
"4102",4102,4922,0.6537,3,3,3,3,3,3,1,3,3,4,4,1,1,1,0,0,0,1,NA,14,26,31,2,66,2,1,4,NA,3,3,3,2,3,NA,3,3,4,5,2,0.512847138017207,0.251884377768792,0.516514253290854,1.58767506341633,0.513086960270998,0.524369170811924,1.60586868180067,0.251933668076226
"4103",4103,4923,0,1,NA,1,1,1,1,2,NA,NA,NA,1,1,1,1,0,0,0,1,NA,10,10,35,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,6,NA,NA,NA,0,0,-0.970947148778795,-1.15721706895435,-1.21394757586755e-16,-0.985712878325238,-1.17047794721939,6.95455484492392e-17
"4104",4104,4924,0,3,NA,3,2,3,3,1,NA,NA,NA,6,1,1,1,0,0,0,1,1,13,18,30,NA,NA,NA,NA,NA,1,2,NA,NA,4,1,1,NA,1,NA,NA,NA,0,0,0.819037993575545,0.614142230189542,-1.21394757586755e-16,0.831493556699252,0.621179860008917,6.95455484492392e-17
