"","X1","ID","weights","ss","healthcare","school","welfare","env","poor","sci","tax_mill","red_ineq","min_wage","job_gov","sex_orig","sex","white","black","asian","hisp","born","class","educ","income","age","black_favors","blm","black_deserve","black_try","slave","vote_duty","int_camp","int_pol","int_med","lib_con_spec","party_id","strong_weak","ind","seven_point","trad","true","bend","lib_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","pol_pca1_scaled"
"1",1,1,0.842,3,2,3,1,3,3,1,3,NA,3,1,1,1,1,0,0,0,1,NA,9,13,29,5,15,5,5,1,NA,3,3,3,NA,2,1,NA,7,1,1,2,-1.4129400683429,0.251884377768792,-1.45452657245438,-0.0659588927214026,-1.41360080025801,-1.476646361378,-0.0667147343610921,0.251933668076226
"2",2,2,1.0133,2,3,3,1,3,2,1,3,2,3,4,1,1,1,0,0,0,1,2,13,17,26,3,50,4,3,4,NA,3,4,3,5,2,2,NA,6,2,3,4,0.629361639637829,0.934460143396336,-0.380535487041776,-0.152592247110244,0.629655947465013,-0.386322500363304,-0.154340844903523,0.934643004390579
"3",3,3,0.3672,3,3,3,1,2,3,1,1,3,3,1,1,1,1,0,0,0,1,NA,9,6,23,5,30,5,5,1,NA,1,2,3,NA,3,NA,3,3,1,1,1,-1.95264412074323,-0.430691387858752,-1.45452657245438,0.448224848810157,-1.95355723398726,-1.476646361378,0.453361184347281,-0.430775668238126
"4",4,4,0.3663,3,1,3,2,3,2,3,1,NA,4,3,1,1,1,0,0,0,1,NA,9,20,58,4,50,4,4,2,NA,2,3,3,NA,0,NA,1,NA,2,2,4,0.147914838047804,0.251884377768792,0.158517224819986,-0.611234622870276,0.147984007332762,0.160927883807026,-0.618238933593573,0.251933668076226
"5",5,5,0.6463,2,1,3,1,3,1,1,3,2,4,1,2,0,1,0,0,0,1,1,9,3,38,4,15,4,3,3,NA,2,2,2,4,3,NA,3,3,2,2,4,0.147914838047804,-1.14048049220168,-0.55747683212175,-1.78177682609376,0.147984007332762,-0.56595469020277,-1.80219471157107,-1.14070366854387
"6",6,6,0.6881,2,NA,1,1,2,1,1,2,NA,4,1,1,1,0,0,0,0,1,NA,14,1,60,4,0,3,NA,1,3,3,4,4,6,0,NA,1,NA,NA,NA,3,-0.0726352944212257,1.64424924773927,-0.55747683212175,-1.15721706895435,-0.0726692607997458,-0.56595469020277,-1.17047794721939,1.64457100469632
"7",7,7,4.6151,3,3,3,2,3,3,1,2,1,4,7,1,1,0,1,0,0,4,NA,5,22,58,5,NA,3,5,4,3,2,2,2,NA,1,1,NA,1,1,1,1,-1.95264412074323,-1.14048049220168,1.59050533870346,1.01794995611324,-1.95355723398726,1.61469303182662,1.02961493307398,-1.14070366854387
"8",8,8,0.9426,3,1,3,1,1,1,2,3,NA,4,1,2,0,1,0,0,0,1,NA,9,28,56,2,15,5,4,1,NA,3,3,3,5,3,NA,2,4,4,2,2,-0.93149326675287,0.251884377768792,-0.55747683212175,-1.78177682609376,-0.931928860125755,-0.56595469020277,-1.80219471157107,0.251933668076226
"9",9,9,1.0097,3,2,3,2,1,2,1,3,NA,4,1,1,1,1,0,0,0,1,NA,9,12,45,4,15,4,5,2,NA,3,3,3,4,3,NA,1,5,2,1,2,-1.4129400683429,0.251884377768792,-0.55747683212175,-0.0970508813387167,-1.41360080025801,-0.56595469020277,-0.0981630148852001,0.251933668076226
"10",10,10,0.6005,2,3,3,2,3,3,3,2,2,4,4,2,0,1,0,0,0,1,1,10,19,30,3,50,2,3,3,NA,3,3,2,3,3,NA,3,3,4,3,4,0.629361639637829,-0.457904726574139,0.516514253290854,1.01794995611324,0.629655947465013,0.524369170811924,1.02961493307398,-0.457994332229513
"11",11,11,0,3,NA,3,2,3,3,3,NA,NA,NA,3,2,0,1,0,0,0,1,NA,7,11,40,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,NA,1,5,NA,NA,NA,0,0,-0.254953091837059,0.614142230189542,-1.21394757586755e-16,-0.258830304315442,0.621179860008917,6.95455484492392e-17
"12",12,12,0,3,NA,3,3,3,3,1,NA,NA,NA,7,2,0,1,0,0,0,1,NA,10,14,86,NA,NA,NA,NA,NA,NA,3,NA,NA,2,3,NA,3,3,NA,NA,NA,0,0,1.17703502204641,1.18386733749263,-1.21394757586755e-16,1.19493484370415,1.19743360873561,6.95455484492392e-17
"13",13,13,0.8927,2,3,3,2,1,2,1,3,2,4,5,1,1,0,1,0,1,4,NA,13,24,30,2,70,2,2,4,1,3,4,4,4,5,NA,1,NA,2,3,3,0.0896575872374925,1.64424924773927,0.874511281761722,0.417132860192843,0.0896995137357543,0.887810457816822,0.421912903823173,1.64457100469632
"14",14,14,1.1928,3,2,3,1,1,3,1,3,3,3,3,1,1,1,0,0,0,1,NA,12,14,67,4,0,4,3,1,NA,3,3,4,NA,1,2,NA,2,4,4,1,-0.508303715973155,0.961673482111723,-0.738532515512644,-0.0659588927214026,-0.508541413590511,-0.749763787368202,-0.0667147343610921,0.961861668381966
"15",15,15,0.3187,2,3,3,2,3,3,1,3,2,4,4,2,0,1,0,0,0,1,2,14,10,62,2,85,2,1,5,1,3,4,4,2,1,1,NA,1,4,5,5,2.13195929521822,1.64424924773927,0.516514253290854,1.01794995611324,2.13295626145877,0.524369170811924,1.02961493307398,1.64457100469632
"16",16,16,0.955,3,3,3,3,3,3,1,3,1,4,NA,1,1,1,0,0,0,1,NA,9,3,51,4,50,5,1,3,NA,1,2,1,NA,1,1,NA,1,2,1,2,-1.4129400683429,-1.85026959654461,0.413470316657045,1.58767506341633,-1.41360080025801,0.419758188122468,1.60586868180067,-1.8506316688496
"17",17,17,0.8146,2,3,3,3,3,3,1,3,NA,4,5,1,1,1,0,0,1,1,NA,14,27,46,2,85,2,2,4,3,3,4,4,2,1,1,NA,1,4,5,3,1.05255119041754,1.64424924773927,0.874511281761722,1.58767506341633,1.05304339400026,0.887810457816822,1.60586868180067,1.64457100469632
"18",18,18,0.2579,1,2,1,1,3,1,1,3,NA,3,3,1,1,1,0,0,0,1,NA,13,16,70,4,70,4,4,2,NA,2,3,3,6,2,1,NA,7,1,1,4,-0.333531963542222,0.251884377768792,-0.738532515512644,-1.26759308456221,-0.333687932799489,-0.749763787368202,-1.2821187928627,0.251933668076226
"19",19,19,1.6855,1,3,3,3,3,3,1,3,3,4,6,2,0,1,0,0,0,1,NA,14,26,30,1,NA,2,2,5,1,3,3,4,3,1,1,NA,1,4,3,4,0.629361639637829,0.961673482111723,1.23250831023259,1.58767506341633,0.629655947465013,1.25125174482172,1.60586868180067,0.961861668381966
"20",20,20,1.4366,3,2,3,1,3,3,1,3,2,3,3,2,0,1,0,0,0,1,NA,10,22,67,4,70,3,4,2,3,3,2,2,NA,2,2,NA,6,2,1,4,-0.333531963542222,-1.14048049220168,-0.738532515512644,-0.0659588927214026,-0.333687932799489,-0.749763787368202,-0.0667147343610921,-1.14070366854387
"21",21,21,0.8633,3,2,3,1,2,1,1,2,NA,4,1,2,0,1,0,0,0,1,NA,9,20,66,5,40,4,4,2,NA,3,3,3,5,2,2,NA,6,1,1,2,-1.4129400683429,0.251884377768792,-0.55747683212175,-1.26759308456221,-1.41360080025801,-0.56595469020277,-1.2821187928627,0.251933668076226
"22",22,22,0.5128,3,2,3,1,3,1,1,1,NA,3,3,2,0,1,0,0,0,1,NA,12,3,32,5,10,3,4,2,NA,3,3,3,3,2,2,NA,6,2,1,2,-1.4129400683429,0.251884377768792,-0.738532515512644,-1.26759308456221,-1.41360080025801,-0.749763787368202,-1.2821187928627,0.251933668076226
"23",23,23,2.7363,3,1,3,1,3,3,1,3,1,4,NA,2,0,1,0,0,0,1,NA,10,NA,56,4,85,3,2,4,NA,3,3,2,NA,0,NA,1,NA,4,3,2,-0.450046465162844,-0.457904726574139,0.413470316657045,-0.580142634252962,-0.450256919993504,0.419758188122468,-0.586790653069465,-0.457994332229513
"24",24,24,0.5161,3,3,3,1,3,3,1,3,1,3,3,2,0,1,0,0,0,1,2,14,15,65,4,40,4,4,3,1,3,2,2,6,0,NA,1,NA,2,2,4,0.147914838047804,-1.14048049220168,-0.738532515512644,0.448224848810157,0.147984007332762,-0.749763787368202,0.453361184347281,-1.14070366854387
"25",25,25,1.1951,2,3,3,1,2,2,3,2,2,3,3,1,1,1,0,0,0,1,NA,8,13,61,4,15,4,4,4,NA,3,3,3,7,3,NA,1,5,2,1,2,-1.4129400683429,0.251884377768792,-0.738532515512644,-0.152592247110244,-1.41360080025801,-0.749763787368202,-0.154340844903523,0.251933668076226
"26",26,26,0.8568,3,3,3,1,3,1,1,3,1,4,4,1,1,0,0,0,0,1,1,7,9,34,5,50,5,5,1,NA,2,1,2,NA,3,NA,1,5,1,1,1,-1.95264412074323,-1.82305625782923,0.516514253290854,-0.753409343030646,-1.95355723398726,0.524369170811924,-0.762042874154327,-1.82341300485822
"27",27,27,0.2219,2,3,3,2,2,3,3,3,1,4,3,NA,NA,1,0,0,0,1,NA,13,NA,68,5,70,4,4,1,NA,3,2,2,2,3,NA,2,4,2,1,3,-0.873236015942559,-1.14048049220168,0.158517224819986,1.01794995611324,-0.873644366528747,0.160927883807026,1.02961493307398,-1.14070366854387
"28",28,28,0.9554,3,3,3,1,3,3,1,3,1,4,3,2,0,1,0,0,0,1,NA,9,17,25,2,50,4,4,2,1,2,3,3,NA,3,NA,2,4,2,1,4,-0.333531963542222,0.251884377768792,0.158517224819986,0.448224848810157,-0.333687932799489,0.160927883807026,0.453361184347281,0.251933668076226
"29",29,29,0.9509,3,3,3,3,3,3,3,3,3,4,6,1,1,1,0,0,0,1,NA,14,17,73,1,85,1,1,5,3,3,4,4,2,3,NA,3,3,5,5,5,2.13195929521822,1.64424924773927,1.23250831023259,1.58767506341633,2.13295626145877,1.25125174482172,1.60586868180067,1.64457100469632
"30",30,30,1.9268,3,3,3,1,2,3,1,3,NA,2,4,2,0,1,0,0,0,1,NA,9,22,67,5,50,4,4,2,3,3,3,3,4,3,NA,2,4,1,1,2,-1.4129400683429,0.251884377768792,-1.27758522737441,0.448224848810157,-1.41360080025801,-1.29701417153853,0.453361184347281,0.251933668076226
"31",31,31,0.9365,3,1,2,1,2,2,1,3,NA,3,3,2,0,1,0,0,0,1,1,14,22,35,4,85,4,2,4,NA,3,3,2,2,1,2,NA,2,4,2,2,-0.93149326675287,-0.457904726574139,-0.738532515512644,-1.18095973017336,-0.931928860125755,-0.749763787368202,-1.19449268232027,-0.457994332229513
"32",32,32,0,1,NA,3,1,3,3,3,NA,NA,NA,1,1,1,1,0,0,0,1,NA,13,24,64,NA,NA,NA,NA,NA,3,3,NA,NA,6,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,0.0444171228864551,-1.21394757586755e-16,-0.985712878325238,0.0449261112822216,6.95455484492392e-17
"33",33,33,0.9898,3,1,3,2,1,2,1,2,2,4,3,2,0,1,0,0,0,1,2,10,NA,73,4,50,2,2,3,3,2,3,2,6,2,1,NA,7,2,2,2,-0.93149326675287,-0.457904726574139,0.158517224819986,-0.611234622870276,-0.931928860125755,0.160927883807026,-0.618238933593573,-0.457994332229513
"34",34,34,0.2235,3,1,1,1,1,1,1,1,NA,4,1,1,1,1,0,0,0,1,NA,13,17,69,5,0,5,3,1,3,3,4,4,7,3,NA,1,5,1,1,1,-1.95264412074323,1.64424924773927,-0.55747683212175,-1.78177682609376,-1.95355723398726,-0.56595469020277,-1.80219471157107,1.64457100469632
"35",35,35,0.4837,3,3,3,1,2,3,3,3,1,4,1,2,0,1,0,0,0,1,NA,13,11,41,3,50,4,4,4,NA,1,1,1,4,2,2,NA,6,2,1,5,0.206172088858114,-2.53284536217216,-0.55747683212175,0.448224848810157,0.206268500929769,-0.56595469020277,0.453361184347281,-2.53334100516396
"36",36,36,0.6132,2,3,3,2,2,2,1,3,NA,4,4,1,1,1,0,0,0,1,2,16,6,67,1,40,4,1,4,NA,3,3,4,2,1,2,NA,2,4,4,2,0.0314003364271815,0.961673482111723,0.516514253290854,0.417132860192843,0.0314150201387467,0.524369170811924,0.421912903823173,0.961861668381966
"37",37,37,0,3,NA,NA,2,3,3,3,NA,NA,NA,7,2,0,1,0,0,0,1,NA,9,7,59,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,NA,3,3,NA,NA,NA,0,0,1.17703502204641,0.614142230189542,-1.21394757586755e-16,1.19493484370415,0.621179860008917,6.95455484492392e-17
"38",38,38,0.5432,3,1,3,1,2,2,1,3,2,4,1,1,1,1,0,0,0,1,1,11,21,54,5,0,5,5,1,NA,3,4,4,4,2,1,NA,7,5,4,4,1.11080844122786,1.64424924773927,-0.55747683212175,-1.18095973017336,1.11132788759726,-0.56595469020277,-1.19449268232027,1.64457100469632
"39",39,39,0.9487,2,2,2,2,3,2,3,1,1,4,4,1,1,0,0,0,1,1,NA,4,5,48,5,70,3,5,4,NA,3,4,3,4,3,NA,3,3,1,2,1,-1.47119731915321,0.934460143396336,0.516514253290854,-0.0970508813387167,-1.47188529385501,0.524369170811924,-0.0981630148852001,0.934643004390579
"40",40,40,1.986,3,3,3,3,3,3,1,2,3,4,2,2,0,0,1,0,0,1,NA,10,21,26,1,NA,1,1,5,NA,3,3,3,2,1,2,NA,2,5,5,3,1.05255119041754,0.251884377768792,-0.199479803650882,1.58767506341633,1.05304339400026,-0.202513403197872,1.60586868180067,0.251933668076226
"41",41,41,1.3109,NA,2,2,1,2,2,1,3,1,4,3,NA,NA,1,0,0,0,1,NA,8,NA,NA,5,0,4,4,4,3,3,3,3,6,3,NA,1,5,1,1,2,-1.4129400683429,0.251884377768792,0.158517224819986,-0.666775988641804,-1.41360080025801,0.160927883807026,-0.674416763611896,0.251933668076226
"42",42,42,0.2155,1,2,3,2,3,3,1,1,1,3,2,2,0,1,0,0,0,1,NA,11,9,25,5,40,5,3,1,NA,2,3,3,5,2,1,NA,7,2,1,3,-0.873236015942559,0.251884377768792,-1.09652954398351,0.503766214581685,-0.873644366528747,-1.1132050743731,0.509539014365604,0.251933668076226
"43",43,43,0.7467,3,2,2,2,2,3,1,1,2,4,NA,2,0,0,1,0,0,1,NA,13,19,46,2,NA,5,5,1,NA,3,3,4,1,1,1,NA,1,4,5,2,0.512847138017207,0.961673482111723,0.413470316657045,0.503766214581685,0.513086960270998,0.419758188122468,0.509539014365604,0.961861668381966
"44",44,44,0.6856,3,2,2,1,3,2,1,3,2,3,1,1,1,1,0,0,0,1,NA,11,14,59,5,0,5,5,4,3,3,4,4,6,2,1,NA,7,3,1,1,-1.95264412074323,1.64424924773927,-1.45452657245438,-0.666775988641804,-1.95355723398726,-1.476646361378,-0.674416763611896,1.64457100469632
"45",45,45,0.9194,3,2,3,1,2,1,1,3,NA,4,4,2,0,1,0,0,0,1,NA,12,14,39,5,2,5,NA,2,3,3,3,3,4,3,NA,1,5,2,2,2,-0.93149326675287,0.251884377768792,0.516514253290854,-1.26759308456221,-0.931928860125755,0.524369170811924,-1.2821187928627,0.251933668076226
"46",46,46,1.2573,3,3,3,1,3,2,3,3,3,3,5,2,0,1,0,0,0,1,NA,13,26,52,2,70,2,1,2,1,3,4,4,3,1,2,NA,2,2,2,2,-0.93149326675287,1.64424924773927,-0.0225384585709079,-0.152592247110244,-0.931928860125755,-0.0228812133584061,-0.154340844903523,1.64457100469632
"47",47,47,0.2583,3,3,3,3,3,3,1,3,3,4,5,2,0,NA,NA,NA,1,4,1,13,13,29,4,50,4,4,2,1,1,2,2,6,3,NA,2,4,3,2,4,0.147914838047804,-1.14048049220168,0.874511281761722,1.58767506341633,0.147984007332762,0.887810457816822,1.60586868180067,-1.14070366854387
"48",48,48,0.5226,3,NA,3,1,3,1,1,3,1,4,4,1,1,1,0,0,0,1,1,11,17,46,5,15,5,5,1,NA,3,4,3,4,3,NA,1,5,1,2,2,-0.93149326675287,0.934460143396336,0.516514253290854,-1.15721706895435,-0.931928860125755,0.524369170811924,-1.17047794721939,0.934643004390579
"49",49,49,0.9977,3,3,3,3,3,3,1,3,1,4,6,1,1,1,0,0,0,1,NA,NA,24,45,1,50,3,1,5,3,3,3,1,2,1,1,NA,1,4,5,3,1.05255119041754,-1.16769383091707,1.23250831023259,1.58767506341633,1.05304339400026,1.25125174482172,1.60586868180067,-1.16792233253525
"50",50,50,0,3,NA,3,3,3,3,3,NA,NA,NA,4,1,1,0,1,0,0,1,1,8,1,64,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,2,NA,NA,NA,0,0,0.103043936633809,1.18386733749263,-1.21394757586755e-16,0.104610982689456,1.19743360873561,6.95455484492392e-17
"51",51,51,0,2,NA,3,3,3,2,3,NA,NA,NA,NA,2,0,1,0,0,0,1,NA,11,1,43,NA,NA,NA,NA,NA,NA,1,NA,NA,4,3,NA,3,3,NA,NA,NA,0,0,0,0.583050241572228,-1.21394757586755e-16,2.46010196014711e-17,0.58973157948481,6.95455484492392e-17
"52",52,52,0.2869,3,2,3,1,2,2,3,3,NA,4,3,2,0,1,0,0,0,1,1,14,22,61,4,30,5,4,1,3,3,3,3,2,1,1,NA,1,4,5,4,1.59225524281788,0.251884377768792,0.158517224819986,-0.666775988641804,1.59299982772951,0.160927883807026,-0.674416763611896,0.251933668076226
"53",53,53,0,3,NA,3,1,3,1,1,NA,NA,NA,1,1,1,1,0,0,0,1,2,12,14,30,NA,NA,NA,NA,NA,NA,3,NA,NA,5,2,2,NA,6,NA,NA,NA,0,0,-0.970947148778795,-1.15721706895435,-1.21394757586755e-16,-0.985712878325238,-1.17047794721939,6.95455484492392e-17
"54",54,54,0.4548,3,1,2,1,1,2,1,3,2,3,2,1,1,1,0,0,0,1,2,11,26,55,4,15,5,4,4,NA,3,3,3,6,2,2,NA,6,2,2,3,-0.391789214352533,0.251884377768792,-1.09652954398351,-1.18095973017336,-0.391972426396496,-1.1132050743731,-1.19449268232027,0.251933668076226
"55",55,55,0.6012,2,3,3,2,3,3,1,3,1,4,4,2,0,1,0,0,0,1,2,16,27,35,2,50,2,1,4,NA,2,3,2,2,1,1,NA,1,5,5,5,2.13195929521822,-0.457904726574139,0.516514253290854,1.01794995611324,2.13295626145877,0.524369170811924,1.02961493307398,-0.457994332229513
"56",56,56,1.5643,3,3,3,1,3,1,2,3,3,4,3,2,0,1,0,0,0,1,NA,12,14,24,3,40,2,2,4,NA,2,3,3,3,3,NA,3,3,4,5,2,0.512847138017207,0.251884377768792,0.158517224819986,-0.753409343030646,0.513086960270998,0.160927883807026,-0.762042874154327,0.251933668076226
"57",57,57,0.4461,2,2,2,2,2,2,3,NA,NA,1,5,2,0,1,0,0,1,1,NA,2,6,85,1,50,5,1,1,2,1,1,3,NA,5,NA,1,NA,1,2,5,0.68761889044814,-1.1132671534863,-1.81663793923617,-0.0970508813387167,0.68794044106202,-1.84426455570886,-0.0981630148852001,-1.11348500455248
"58",58,58,0.3382,3,1,3,2,3,3,1,3,NA,3,4,1,1,0,0,0,1,2,2,13,1,61,5,NA,4,5,5,3,1,3,3,4,1,1,NA,1,1,1,5,0.206172088858114,0.251884377768792,-0.380535487041776,-0.0104175269498749,0.206268500929769,-0.386322500363304,-0.0105369043427694,0.251933668076226
"59",59,59,0.5908,3,3,3,2,3,3,1,3,1,4,3,2,0,1,0,0,0,1,NA,13,19,52,1,70,3,1,4,3,3,2,4,2,1,1,NA,1,5,3,5,1.16906569203817,0.279097716484179,0.158517224819986,1.01794995611324,1.16961238119427,0.160927883807026,1.02961493307398,0.279152332067613
"60",60,60,1.0304,3,3,3,3,3,3,1,3,NA,3,3,1,1,1,0,0,0,1,1,9,14,56,4,50,4,3,4,NA,2,2,2,NA,3,NA,1,5,3,1,2,-1.4129400683429,-1.14048049220168,-0.738532515512644,1.58767506341633,-1.41360080025801,-0.749763787368202,1.60586868180067,-1.14070366854387
"61",61,61,0.5262,3,3,3,NA,NA,3,1,3,1,4,4,1,1,0,1,0,0,1,NA,10,NA,68,NA,85,1,4,5,3,3,3,3,2,1,1,NA,1,4,3,3,0.0896575872374925,0.251884377768792,0.516514253290854,0.853958599540903,0.0896995137357543,0.524369170811924,0.863744353083346,0.251933668076226
"62",62,62,1.2383,3,3,3,3,3,3,1,2,3,4,7,2,0,0,1,0,0,1,NA,10,7,76,4,75,2,4,4,3,3,3,4,NA,1,1,NA,1,1,1,2,-1.4129400683429,0.961673482111723,1.59050533870346,1.58767506341633,-1.41360080025801,1.61469303182662,1.60586868180067,0.961861668381966
"63",63,63,0.5791,2,3,2,1,2,2,1,3,1,3,7,1,1,1,0,0,0,1,1,13,17,31,3,50,4,3,2,NA,1,1,1,4,3,NA,1,5,2,3,2,-0.450046465162844,-2.53284536217216,0.693455598370828,-0.152592247110244,-0.450256919993504,0.70400136065139,-0.154340844903523,-2.53334100516396
"64",64,64,0.6689,2,2,3,1,2,2,1,3,NA,3,3,2,0,1,0,0,0,1,NA,13,27,19,3,60,2,3,3,NA,2,2,2,4,2,2,NA,6,4,2,4,0.147914838047804,-1.14048049220168,-0.738532515512644,-0.666775988641804,0.147984007332762,-0.749763787368202,-0.674416763611896,-1.14070366854387
"65",65,65,0,2,NA,3,2,3,2,1,NA,NA,NA,3,2,0,1,0,0,0,1,NA,9,3,47,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,0,0,-0.254953091837059,0.013325134269141,-1.21394757586755e-16,-0.258830304315442,0.0134778307581137,6.95455484492392e-17
"66",66,66,0,3,NA,2,1,2,3,1,NA,NA,NA,4,2,0,1,0,0,0,1,NA,11,5,68,NA,NA,NA,NA,NA,NA,2,NA,NA,4,3,NA,3,3,NA,NA,NA,0,0,0.103043936633809,0.0444171228864551,-1.21394757586755e-16,0.104610982689456,0.0449261112822216,6.95455484492392e-17
"67",67,67,4.9016,3,3,3,3,3,3,3,3,1,4,5,1,1,1,0,0,0,1,NA,14,27,57,1,85,1,1,5,3,3,4,4,2,1,1,NA,1,5,5,5,2.13195929521822,1.64424924773927,0.874511281761722,1.58767506341633,2.13295626145877,0.887810457816822,1.60586868180067,1.64457100469632
"68",68,68,1.6041,3,3,3,2,3,3,1,3,1,4,3,2,0,1,0,0,0,1,NA,9,11,27,4,60,4,3,2,NA,2,1,1,5,3,NA,1,5,2,2,2,-0.93149326675287,-2.53284536217216,0.158517224819986,1.01794995611324,-0.931928860125755,0.160927883807026,1.02961493307398,-2.53334100516396
"69",69,69,0.4916,3,3,3,1,3,3,3,3,1,4,3,2,0,1,0,0,0,1,1,9,3,32,5,30,4,5,1,NA,2,3,3,5,3,NA,1,5,2,2,2,-0.93149326675287,0.251884377768792,0.158517224819986,0.448224848810157,-0.931928860125755,0.160927883807026,0.453361184347281,0.251933668076226
"70",70,70,0.3373,3,2,3,3,3,3,1,3,3,4,4,1,1,1,0,0,0,1,NA,12,13,45,3,85,2,2,5,1,3,4,4,2,1,1,NA,1,4,5,5,2.13195929521822,1.64424924773927,0.516514253290854,1.07349132188477,2.13295626145877,0.524369170811924,1.0857927630923,1.64457100469632
"71",71,71,0.482,2,3,1,1,1,2,2,3,1,4,6,2,0,1,0,0,1,4,NA,7,8,50,4,50,4,4,4,NA,1,2,2,NA,1,2,NA,2,2,4,4,1.11080844122786,-1.14048049220168,1.23250831023259,-0.152592247110244,1.11132788759726,1.25125174482172,-0.154340844903523,-1.14070366854387
"72",72,72,0.5024,3,3,3,3,3,3,1,3,1,4,NA,2,0,0,1,0,0,1,NA,14,18,68,2,60,2,2,4,3,2,3,3,2,1,1,NA,1,4,2,2,-0.93149326675287,0.251884377768792,0.413470316657045,1.58767506341633,-0.931928860125755,0.419758188122468,1.60586868180067,0.251933668076226
"73",73,73,1.4692,3,3,3,3,3,3,1,3,1,4,4,1,1,1,0,0,0,1,NA,10,20,60,5,30,5,4,2,3,3,4,4,NA,1,1,NA,1,5,5,5,2.13195929521822,1.64424924773927,0.516514253290854,1.58767506341633,2.13295626145877,0.524369170811924,1.60586868180067,1.64457100469632
"74",74,74,0.2116,3,3,3,3,3,3,3,3,3,3,NA,2,0,0,0,0,1,1,NA,13,3,36,4,NA,1,2,5,3,3,3,3,2,3,NA,3,3,5,4,4,1.11080844122786,0.251884377768792,-0.483579423675585,1.58767506341633,1.11132788759726,-0.490933483052761,1.60586868180067,0.251933668076226
"75",75,75,1.062,3,3,3,2,3,2,3,2,1,4,NA,2,0,1,0,0,1,1,NA,7,4,27,4,85,2,2,4,NA,2,2,2,NA,1,2,NA,2,4,2,2,-0.93149326675287,-1.14048049220168,0.413470316657045,0.417132860192843,-0.931928860125755,0.419758188122468,0.421912903823173,-1.14070366854387
"76",76,76,0.5884,3,1,3,3,3,3,1,3,1,4,2,1,1,0,0,1,0,4,2,9,12,NA,4,50,4,5,3,3,2,3,3,4,2,2,NA,6,3,1,2,-1.4129400683429,0.251884377768792,-0.199479803650882,0.559307580353212,-1.41360080025801,-0.202513403197872,0.565716844383927,0.251933668076226
"77",77,77,0.3112,2,1,2,1,1,NA,1,1,NA,3,1,2,0,1,0,0,0,1,2,10,23,46,3,85,3,2,2,3,3,4,4,4,3,NA,1,5,3,2,5,0.68761889044814,1.64424924773927,-1.45452657245438,-1.03029350787016,0.68794044106202,-1.476646361378,-1.04209993308775,1.64457100469632
"78",78,78,0.5505,1,3,3,2,3,3,1,3,3,4,5,1,1,1,0,0,0,1,NA,10,15,35,1,70,2,1,4,NA,3,3,3,3,3,NA,3,3,1,3,1,-0.989750517563181,0.251884377768792,0.874511281761722,1.01794995611324,-0.990213353722762,0.887810457816822,1.02961493307398,0.251933668076226
"79",79,79,1.3641,3,3,3,1,3,3,1,3,1,4,2,2,0,1,0,0,0,1,NA,9,9,44,3,50,4,3,3,NA,1,1,2,4,3,NA,1,5,2,3,3,0.0896575872374925,-1.82305625782923,-0.199479803650882,0.448224848810157,0.0896995137357543,-0.202513403197872,0.453361184347281,-1.82341300485822
"80",80,80,1.0373,3,3,3,1,3,3,1,1,NA,4,3,2,0,0,1,0,0,1,NA,9,4,78,5,85,1,5,5,1,2,1,4,NA,1,2,NA,2,1,1,1,-1.95264412074323,-0.403478049143364,0.158517224819986,0.448224848810157,-1.95355723398726,0.160927883807026,0.453361184347281,-0.403557004246739
"81",81,81,0,2,NA,2,1,1,2,1,NA,NA,NA,4,1,1,1,0,0,0,1,2,13,15,83,NA,NA,NA,NA,NA,1,3,NA,NA,6,3,NA,1,5,NA,NA,NA,0,0,0.103043936633809,-0.556399973033946,-1.21394757586755e-16,0.104610982689456,-0.562775917968582,6.95455484492392e-17
"82",82,82,0.2805,2,3,3,3,2,2,3,3,1,4,7,2,0,1,0,0,1,4,1,12,1,65,4,NA,2,4,4,3,3,3,4,4,NA,NA,NA,NA,2,1,4,-0.333531963542222,0.961673482111723,1.59050533870346,0.98685796749593,-0.333687932799489,1.61469303182662,0.998166652549869,0.961861668381966
"83",83,83,1.8555,3,2,3,2,3,3,1,3,NA,4,3,1,1,1,0,0,0,1,NA,9,11,55,3,60,5,4,4,3,3,3,4,4,1,1,NA,1,5,3,5,1.16906569203817,0.961673482111723,0.158517224819986,0.503766214581685,1.16961238119427,0.160927883807026,0.509539014365604,0.961861668381966
"84",84,84,0.3408,3,2,3,3,3,3,3,3,3,4,7,2,0,1,0,0,1,4,2,13,12,69,4,NA,1,5,5,3,3,4,4,NA,1,1,NA,1,1,1,1,-1.95264412074323,1.64424924773927,1.59050533870346,1.07349132188477,-1.95355723398726,1.61469303182662,1.0857927630923,1.64457100469632
"85",85,85,0.4323,2,3,3,2,3,2,1,3,NA,4,3,1,1,0,1,0,0,1,NA,13,26,55,1,85,4,1,5,NA,3,4,3,4,3,NA,3,3,2,5,2,0.512847138017207,0.934460143396336,0.158517224819986,0.417132860192843,0.513086960270998,0.160927883807026,0.421912903823173,0.934643004390579
