"","X1","ID","weights","consq","branches","crit","facts","cong_courts","vote_duty","vote_2020","vote_house","yrs_sen","sen_diff","vote_2012","vote_sen","reg","ss","school","welfare","highway","poor","healthcare","tax_mill","ubi","red_ineq","min_wage","chance_life","job_gov","fair","reduce_extra","state","wy","ny","cong_dist","census_region","county","zip","sex","race","hisp","born","class","fs","educ","income","age","black","white","amind","asian","pi","black_favors","blm","black_deserve","black_try","slave","vote_2012_choice","dem_feel","rep_feel","lib_con_spec","lib_con_binary","int_camp","int_pol","int_med","party_reg","party_id","strong_weak","ind","seven_point","partisanship","lib_pca1","rr_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","rr_pca1_scaled","pol_pca1_scaled"
"57",57,NA,0.22250919332164,3,4,2,2,3,NA,1,1,6,0,1,1,1,2,2,2,2,3,NA,3,2,2,3,3,4,2,4,13,0,0,7,3,NA,NA,2,1,0,1,2,0,7,9,65,0,1,0,0,0,4,50,4,4,1,1,70,45,3,NA,3,3,3,1,1,1,NA,1,25,-2.47154275579011,0.963541278774928,0.185568193548252,-0.29777833428908,0.0313620264768003,-2.47248490375311,-0.302810791484006,0.0313800909879099,0.963812900138255,0.18559461265977
"58",58,NA,0.572441482600485,5,5,5,4,3,1,1,1,6,0,1,NA,1,3,3,3,3,2,3,3,2,3,4,2,4,2,7,36,0,1,11,1,NA,NA,1,1,0,1,3,0,7,21,NA,0,1,0,0,0,2,70,3,2,4,1,70,15,3,NA,3,4,4,3,3,NA,3,3,55,0.624560903407639,-0.657883933243365,1.55009709908956,0.765570048809224,0.54100902069104,0.624798984978973,0.778508191235025,0.541320641608518,-0.658069390093834,1.55031778447395
"59",59,NA,1.41210251960401,4,2,2,3,1,NA,1,1,4,2,1,NA,1,3,3,2,3,3,NA,3,3,3,1,3,NA,1,6,39,0,0,7,2,NA,NA,1,1,0,1,2,0,2,9,48,0,1,0,0,0,5,60,4,4,2,2,40,70,4,2,2,3,3,2,2,2,NA,6,NA,-1.37484542958872,1.35359225414579,0.185568193548252,-0.862608946932751,0.63392441702595,-1.37536951836602,-0.877187047827039,0.634289557163895,1.35397383050537,0.18559461265977
"60",60,NA,0.800474147375002,4,5,2,4,3,NA,1,1,2,4,1,1,1,2,2,2,3,3,NA,2,2,2,3,4,1,3,4,48,0,0,36,3,NA,NA,1,1,0,0,2,1,2,13,55,0,1,0,0,0,5,0,4,4,2,2,15,85,6,NA,2,3,3,3,3,NA,1,5,NA,-0.895468060421783,1.35359225414579,0.185568193548252,-1.00097966527378,0.0313620264768003,-0.895809411348076,-1.01789623286258,0.0313800909879099,1.35397383050537,0.18559461265977
"61",61,NA,0.93679365224862,5,5,5,5,3,1,1,1,2,4,0,1,0,2,3,3,2,3,3,3,1,3,4,4,5,2,6,17,0,0,14,2,NA,NA,1,1,0,1,3,0,6,19,54,0,1,0,0,0,2,70,2,1,5,NA,30,30,5,NA,1,1,2,3,3,NA,2,4,0,1.10393827257458,-1.07854556388165,-1.85275266822225,0.999970492470792,1.21871791328657,1.10435909199692,1.01687000502788,1.21941989417739,-1.07884960484276,-1.85301644230131
"62",62,NA,0.903497008132673,5,5,1,5,1,2,NA,NA,8,2,1,NA,1,2,3,2,3,2,1,1,1,3,3,5,2,4,7,30,0,0,1,4,NA,NA,2,1,0,1,2,1,7,13,38,0,1,0,0,0,3,75,2,1,3,1,60,30,4,1,2,2,2,1,1,2,NA,2,30,-0.0996737364853837,-0.688494588510784,-1.17896071199305,-0.233290625466314,-0.0437844755695834,-0.0997117319469529,-0.237233239657637,-0.0438096954049769,-0.688688674475645,-1.17912855915441
"63",63,NA,0.543962415317593,5,2,4,2,2,NA,1,1,6,0,1,1,1,3,3,3,3,3,3,3,3,3,4,5,6,2,7,47,0,0,2,3,NA,NA,1,1,0,1,4,0,8,10,80,0,1,0,0,0,2,85,4,1,4,1,70,0,2,NA,3,4,4,1,1,1,NA,1,70,-0.635096837191226,-1.07854556388165,1.55009709908956,1.23437093613236,1.21871791328657,-0.635338935042889,1.25523181882074,1.21941989417739,-1.07884960484276,1.55031778447395
"64",64,NA,0.327355720105364,5,5,5,5,3,3,1,1,6,0,0,1,1,3,3,3,3,3,3,3,1,3,4,5,6,1,7,22,0,0,2,3,NA,NA,2,6,0,1,1,1,7,15,37,0,0,0,0,0,1,70,1,1,5,NA,70,15,2,NA,3,4,4,1,1,2,NA,2,55,1.10393827257458,-1.46859653925251,1.55009709908956,1.23437093613236,1.21871791328657,1.10435909199692,1.25523181882074,1.21941989417739,-1.46901053520988,1.55031778447395
"65",65,NA,0.347911382708054,5,5,5,5,3,NA,1,1,6,0,1,1,1,2,3,2,3,3,1,3,1,3,4,4,4,2,6,34,0,0,10,1,NA,NA,1,1,0,1,4,0,6,22,38,0,1,0,0,0,2,70,2,2,4,1,50,30,2,NA,2,4,4,3,3,NA,3,3,20,1.10393827257458,-0.657883933243365,1.55009709908956,0.765570048809224,0.63392441702595,1.10435909199692,0.778508191235025,0.634289557163895,-0.658069390093834,1.55031778447395
"66",66,NA,0.75439881560547,5,5,3,5,1,NA,1,1,10,4,1,NA,1,3,2,1,3,2,1,3,1,3,4,3,7,1,6,6,0,0,47,4,NA,NA,1,1,0,1,3,0,4,11,60,0,1,0,0,0,5,60,5,5,1,1,0,85,4,1,3,3,4,3,3,NA,1,5,NA,0.502132268044597,1.77425388478407,0.876305142860362,1.46877137979393,-1.23114036237936,0.502323680024984,1.4935936326136,-1.23184949859446,1.7747540452543,0.87642990132705
"67",67,NA,1.40326350551124,5,5,5,5,3,NA,1,1,2,4,0,NA,1,3,3,2,3,3,3,3,3,3,4,4,5,1,6,6,0,0,16,4,NA,NA,1,6,0,1,2,0,3,14,46,0,0,0,0,0,2,85,2,2,5,NA,85,0,5,NA,2,3,3,3,3,NA,3,3,85,1.10393827257458,-0.657883933243365,0.185568193548252,0.999970492470792,0.63392441702595,1.10435909199692,1.01687000502788,0.634289557163895,-0.658069390093834,0.18559461265977
"68",68,NA,0.951794738238025,5,5,5,5,3,3,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,7,1,7,6,0,0,49,4,NA,NA,2,1,0,1,3,1,7,17,78,0,1,0,0,0,1,100,1,1,5,1,40,0,1,NA,3,4,4,1,1,1,NA,1,40,1.10393827257458,-1.46859653925251,1.55009709908956,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,-1.46901053520988,1.55031778447395
"69",69,NA,0.594178001793526,5,5,5,5,NA,3,1,1,6,0,1,1,1,2,3,3,3,3,3,3,1,3,4,5,7,1,7,8,0,0,2,4,NA,NA,2,1,0,1,4,0,8,16,39,0,1,0,0,0,1,70,1,1,5,1,70,10,2,NA,2,4,4,1,1,1,NA,1,60,1.10393827257458,-1.46859653925251,1.55009709908956,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,-1.46901053520988,1.55031778447395
"70",70,NA,0.196831890762437,5,5,1,4,3,3,1,1,4,2,1,1,1,3,3,2,2,3,1,3,1,3,4,5,4,1,7,17,0,0,18,2,NA,NA,2,2,0,1,2,1,8,11,33,1,0,0,0,0,1,100,1,1,5,1,70,30,2,NA,2,3,3,1,1,2,NA,2,40,-0.579051105652321,-1.46859653925251,0.185568193548252,0.765570048809224,0.63392441702595,-0.5792718389649,0.778508191235025,0.634289557163895,-1.46901053520988,0.18559461265977
"71",71,NA,0.246114318080683,5,5,5,1,2,NA,1,1,6,0,1,NA,1,2,3,2,2,2,1,3,3,2,3,4,7,4,4,6,0,0,2,4,NA,NA,2,1,0,1,3,0,7,1,74,0,1,0,0,0,2,100,3,1,5,1,100,0,2,NA,3,3,3,1,1,1,NA,1,100,-0.813571204093173,-1.07854556388165,0.185568193548252,0.405422996695624,-0.0437844755695834,-0.813881336074867,0.412274649894572,-0.0438096954049769,-1.07884960484276,0.18559461265977
"72",72,NA,0.571297995653618,5,4,3,3,2,3,1,1,2,4,1,1,1,2,3,1,2,1,2,3,2,3,3,3,4,3,7,27,0,0,7,2,NA,NA,2,1,0,1,3,0,4,10,61,0,1,0,0,0,4,15,4,3,2,1,70,15,3,NA,3,3,3,1,1,2,NA,2,55,-0.456622470289279,0.542879648136645,0.185568193548252,0.235510261856822,-1.30628686442574,-0.45679653401091,0.239490387928082,-1.30703928498734,0.543032685389327,0.18559461265977
"73",73,NA,0.877290607657134,5,4,2,5,3,NA,NA,NA,4,2,1,NA,1,3,2,3,3,2,1,3,1,3,4,4,3,4,7,27,0,0,6,2,NA,NA,2,1,0,1,2,1,3,6,67,0,1,0,0,0,5,50,2,2,4,1,85,0,NA,2,3,3,3,1,1,1,NA,1,85,0.201229265779606,0.512268992869226,0.185568193548252,0.531169605147656,-0.0615533698581094,0.201305974039015,0.540146377442165,-0.0615888245674681,0.512413401007515,0.18559461265977
"74",74,NA,2.10128121967137,4,4,4,4,3,NA,1,1,4,2,0,NA,1,3,3,1,3,3,2,3,1,2,4,3,4,2,4,42,0,0,16,1,NA,NA,2,1,0,1,2,1,2,13,60,0,1,0,0,0,3,50,3,2,2,NA,NA,NA,NA,2,3,3,3,1,1,2,NA,2,0,-0.293662055891803,-0.267832957872501,0.185568193548252,0.232281452663322,0.0491309207653262,-0.29377399937614,0.236207011822937,0.0491592201504009,-0.267908459726717,0.18559461265977
"75",75,NA,0.780942102009456,5,4,3,4,1,1,1,1,6,0,0,NA,1,2,3,1,3,1,2,3,2,2,4,4,1,2,4,42,0,0,14,1,NA,NA,1,1,0,1,3,0,3,17,NA,0,1,0,0,0,5,0,5,5,1,NA,0,75,6,NA,3,4,3,2,2,1,NA,7,NA,0.0227548988776589,1.77425388478407,0.859360149777445,-0.470919878321382,-1.30628686442574,0.0227635730070367,-0.478878429555642,-1.30703928498734,1.7747540452543,0.85948249580667
"76",76,NA,1.35387142837094,3,4,4,4,2,2,NA,NA,2,4,0,NA,0,2,1,1,3,3,NA,1,2,1,3,3,3,4,1,18,0,0,8,2,NA,NA,1,2,0,0,3,0,3,6,21,1,0,0,0,0,2,50,3,2,3,NA,25,15,NA,2,2,3,3,3,3,NA,2,4,10,-0.910982012926255,-0.657883933243365,0.185568193548252,-1.06546737409655,-1.15599386033297,-0.911329277745284,-1.08347378468895,-1.15665971220157,-0.658069390093834,0.18559461265977
"77",77,NA,2.1683995644274,4,4,4,4,3,3,NA,NA,5,1,1,NA,1,3,3,3,3,3,3,1,2,2,4,4,7,1,4,36,0,1,18,1,NA,NA,2,2,0,1,2,1,1,1,49,1,0,0,0,0,4,100,1,1,5,1,100,0,4,1,2,3,4,1,1,1,NA,1,100,-0.293662055891803,-0.298443613139921,0.876305142860362,0.935482783648026,1.21871791328657,-0.29377399937614,0.951292453201516,1.21941989417739,-0.298527744108529,0.87642990132705
"78",78,NA,0.329968457198544,5,5,5,5,3,NA,1,1,6,0,1,NA,1,2,3,2,3,3,1,3,3,3,4,2,7,1,7,42,0,0,1,1,NA,NA,1,1,0,1,3,0,7,16,80,0,1,0,0,0,4,7,1,1,5,1,100,30,2,NA,3,3,3,1,1,1,NA,1,70,1.10393827257458,-0.298443613139921,0.185568193548252,1.46877137979393,0.63392441702595,1.10435909199692,1.4935936326136,0.634289557163895,-0.298527744108529,0.18559461265977
"79",79,NA,0.510602452441452,5,5,4,5,3,3,1,1,6,0,1,NA,1,3,3,3,3,3,1,1,2,1,4,3,3,4,2,12,0,0,23,3,NA,NA,1,1,0,1,3,0,3,6,70,0,1,0,0,0,4,15,2,3,4,1,0,60,4,2,1,3,3,3,3,NA,1,5,NA,0.803035270309587,0.542879648136645,0.185568193548252,-0.535407587144148,1.21871791328657,0.803341386010952,-0.544455981382011,1.21941989417739,0.543032685389327,0.18559461265977
"80",80,NA,0.435134829079491,5,4,4,5,1,3,1,1,NA,15,1,1,1,3,3,2,3,3,1,3,3,2,4,4,7,3,4,48,0,0,29,3,NA,NA,2,1,0,1,2,0,2,NA,70,0,1,0,0,0,5,85,5,1,2,1,100,0,5,NA,2,3,3,1,1,1,NA,1,100,0.803035270309587,0.0916073622309428,0.185568193548252,0.935482783648026,0.63392441702595,0.803341386010952,0.951292453201516,0.634289557163895,0.0916331862585876,0.18559461265977
"81",81,NA,0.671484847622396,5,5,3,5,3,NA,1,1,6,0,1,1,1,3,3,2,3,2,2,1,2,1,3,2,2,4,1,40,0,0,3,3,NA,NA,1,1,0,1,3,0,6,18,72,0,1,0,0,0,2,60,4,2,4,2,15,60,5,NA,2,4,4,3,3,NA,1,5,NA,0.502132268044597,-0.657883933243365,1.55009709908956,-1.29986781775812,-0.0437844755695834,0.502323680024984,-1.32183559848181,-0.0438096954049769,-0.658069390093834,1.55031778447395
"82",82,NA,0.549363878345247,5,5,4,5,3,NA,1,1,4,2,1,NA,1,2,3,1,3,2,NA,3,2,1,3,4,2,4,1,4,0,0,8,4,NA,NA,2,1,0,1,3,0,3,10,78,0,1,0,0,0,4,0,4,4,2,2,0,100,7,NA,3,4,3,2,2,1,NA,7,NA,0.803035270309587,0.963541278774928,0.859360149777445,-1.29986781775812,-0.628577971830207,0.803341386010952,-1.32183559848181,-0.628940032418472,0.963812900138255,0.85948249580667
"83",83,NA,0.336692000812415,5,4,4,4,3,NA,1,1,8,2,1,1,1,2,3,2,2,3,NA,3,2,3,4,5,5,1,7,10,0,0,1,3,NA,NA,2,1,0,1,3,0,6,10,43,0,1,0,0,0,1,80,1,2,5,1,70,0,2,NA,2,3,3,1,1,1,NA,1,70,0.323657901142649,-1.04793490861423,0.185568193548252,0.999970492470792,0.63392441702595,0.323781278993005,1.01687000502788,0.634289557163895,-1.04823032046095,0.18559461265977
"84",84,NA,0.703407415730539,5,3,5,4,2,NA,NA,NA,6,0,0,NA,1,3,3,2,2,3,3,3,1,3,4,4,5,2,7,11,0,0,1,3,NA,NA,2,2,0,1,2,1,3,3,45,1,0,0,0,0,2,85,2,2,4,NA,70,60,NA,1,3,3,2,3,3,NA,2,4,10,0.624560903407639,-0.657883933243365,-0.505168755763859,0.999970492470792,0.63392441702595,0.624798984978973,1.01687000502788,0.634289557163895,-0.658069390093834,-0.50524067600751
"85",85,NA,0.372613828228004,5,5,3,4,3,3,1,1,8,2,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,5,1,7,18,0,0,7,2,NA,NA,2,1,0,1,3,0,6,21,44,0,1,0,0,0,1,85,1,1,4,1,70,15,3,NA,2,4,3,1,1,2,NA,2,55,0.0227548988776589,-1.46859653925251,0.859360149777445,0.999970492470792,1.21871791328657,0.0227635730070367,1.01687000502788,1.21941989417739,-1.46901053520988,0.85948249580667
"86",86,NA,0.511042102007419,5,4,4,3,3,NA,1,1,4,2,1,NA,1,3,3,2,2,3,3,3,1,3,4,5,6,1,6,32,0,0,3,4,NA,NA,2,3,1,1,3,1,4,6,50,0,0,1,0,0,5,60,5,4,4,1,85,15,4,1,3,2,2,1,1,1,NA,1,70,-0.155719468024288,1.35359225414579,-1.17896071199305,1.23437093613236,0.63392441702595,-0.155778828024942,1.25523181882074,0.634289557163895,1.35397383050537,-1.17912855915441
"87",87,NA,0.704391073575073,4,3,2,4,2,1,NA,NA,4,2,0,NA,1,2,3,2,3,2,NA,3,2,3,3,4,6,2,6,12,0,0,14,3,NA,NA,2,1,0,1,3,0,7,NA,NA,0,1,0,0,0,3,80,2,3,3,NA,50,50,4,2,1,2,2,3,3,NA,2,4,0,-0.895468060421783,0.152828672765782,-1.17896071199305,0.704311149179958,-0.0437844755695834,-0.895809411348076,0.716214015513801,-0.0438096954049769,0.152871755022211,-1.17912855915441
"88",88,NA,0.622975327201284,5,4,3,5,3,3,1,1,4,2,1,1,1,2,3,3,2,3,3,3,1,3,4,4,6,2,7,54,0,0,1,3,NA,NA,2,1,0,1,3,0,6,15,33,0,1,0,0,0,2,70,2,1,4,1,70,0,3,NA,2,3,3,3,3,NA,3,3,70,0.502132268044597,-1.07854556388165,0.185568193548252,1.23437093613236,1.21871791328657,0.502323680024984,1.25523181882074,1.21941989417739,-1.07884960484276,0.18559461265977
"89",89,NA,1.94632551005871,5,5,2,5,2,NA,NA,NA,4,2,1,NA,1,3,2,1,3,1,NA,3,3,2,3,3,1,2,4,25,0,0,2,1,NA,NA,2,1,0,1,3,0,2,14,55,0,1,0,0,0,5,0,5,2,1,2,0,100,NA,2,1,1,2,2,2,1,NA,7,NA,0.201229265779606,0.512268992869226,-1.85275266822225,-1.00097966527378,-1.90884925497489,0.201305974039015,-1.01789623286258,-1.90994875116333,0.512413401007515,-1.85301644230131
"90",90,NA,1.42871685179449,4,3,2,3,2,NA,1,1,2,4,0,NA,1,3,2,1,3,1,2,2,2,1,2,2,1,2,2,39,0,0,2,2,NA,NA,2,1,0,1,3,0,6,20,28,0,1,0,0,0,4,85,3,2,1,NA,15,70,5,NA,2,1,2,2,2,2,NA,6,NA,-1.37484542958872,0.122218017498362,-1.85275266822225,-2.06432804837209,-1.90884925497489,-1.37536951836602,-2.09921521558162,-1.90994875116333,0.122252470640399,-1.85301644230131
"91",91,NA,0.617552230077245,5,5,2,2,3,NA,NA,NA,6,0,1,NA,1,2,2,1,3,2,1,1,2,2,4,3,2,5,4,51,0,0,3,3,NA,NA,2,1,0,1,4,0,7,22,34,0,1,0,0,0,5,30,5,5,1,2,30,85,5,NA,3,3,3,2,2,1,NA,7,NA,-1.23690284172121,1.77425388478407,0.185568193548252,-0.236519434659814,-1.23114036237936,-1.23737434701482,-0.240516615762783,-1.23184949859446,1.7747540452543,0.18559461265977
"92",92,NA,3.24523373731514,5,5,3,5,2,1,1,1,4,2,0,NA,1,2,3,1,2,2,NA,1,2,1,2,4,3,1,2,4,0,0,9,4,NA,NA,2,1,0,1,3,0,6,20,24,0,1,0,0,0,3,0,4,2,2,NA,0,100,2,NA,1,2,2,2,2,1,NA,7,NA,0.502132268044597,-0.267832957872501,-1.17896071199305,-1.59552716104895,-0.628577971830207,0.502323680024984,-1.6224915879959,-0.628940032418472,-0.267908459726717,-1.17912855915441
"93",93,NA,0.65419244935258,5,4,1,3,1,NA,1,1,5,1,1,1,1,3,3,3,2,3,1,2,1,2,3,2,4,3,4,40,0,0,5,3,NA,NA,2,1,0,1,2,1,4,2,26,0,1,0,0,0,5,0,3,4,3,2,0,100,7,NA,3,4,3,2,2,1,NA,7,NA,-1.05842847481926,1.35359225414579,0.859360149777445,-0.29777833428908,1.21871791328657,-1.05883194598285,-0.302810791484006,1.21941989417739,1.35397383050537,0.85948249580667
"94",94,NA,0.818866253721077,4,5,5,4,3,NA,1,1,6,0,1,NA,1,3,2,2,2,3,3,3,3,3,4,4,5,1,5,39,0,0,7,2,NA,NA,1,1,0,1,2,0,2,7,75,0,1,0,0,0,1,60,4,1,4,1,70,30,3,NA,3,3,3,1,1,1,NA,1,40,0.0072409463731869,-1.46859653925251,0.185568193548252,0.999970492470792,0.0313620264768003,0.00724370660982862,1.01687000502788,0.0313800909879099,-1.46901053520988,0.18559461265977
"95",95,NA,0.65137368689488,4,2,2,4,1,3,1,1,4,2,1,NA,1,2,1,1,3,1,NA,1,2,1,3,3,3,3,1,15,0,0,2,4,NA,NA,1,5,0,1,3,0,6,13,61,0,0,0,0,1,5,0,2,5,1,1,0,60,5,NA,3,3,4,3,3,NA,2,4,NA,-0.895468060421783,1.77425388478407,0.876305142860362,-1.06546737409655,-2.51141164552404,-0.895809411348076,-1.08347378468895,-2.51285821733932,1.7747540452543,0.87642990132705
"96",96,NA,0.35793532145757,5,4,4,4,3,NA,1,1,6,0,1,1,1,3,2,2,3,2,1,2,1,1,3,2,2,1,1,48,0,0,3,3,NA,NA,2,1,0,1,2,0,7,22,80,0,1,0,0,0,5,40,2,3,4,2,15,70,6,NA,3,4,4,2,2,1,NA,7,NA,0.323657901142649,0.932930623507509,1.55009709908956,-1.29986781775812,-0.646346866118733,0.323781278993005,-1.32183559848181,-0.646719161580963,0.933193615756443,1.55031778447395
"97",97,NA,0.737327188273955,5,5,5,5,3,NA,1,1,6,0,1,1,1,2,3,2,3,3,1,3,3,3,3,5,5,1,7,25,0,0,6,1,NA,NA,1,1,0,1,3,1,3,18,58,0,1,0,0,0,2,85,3,1,5,1,60,15,3,NA,3,4,4,3,3,NA,3,3,45,1.10393827257458,-1.07854556388165,1.55009709908956,0.46991070551839,0.63392441702595,1.10435909199692,0.477852201720941,0.634289557163895,-1.07884960484276,1.55031778447395
"98",98,NA,0.363642981893043,5,5,3,5,2,3,1,1,8,2,1,1,1,3,3,2,1,3,1,3,1,3,4,5,6,1,7,13,0,0,11,3,NA,NA,2,3,1,1,2,0,6,12,50,0,0,1,0,0,1,100,1,1,5,1,50,0,4,1,3,4,4,1,1,2,NA,2,50,0.502132268044597,-1.46859653925251,1.55009709908956,1.23437093613236,0.63392441702595,0.502323680024984,1.25523181882074,0.634289557163895,-1.46901053520988,1.55031778447395
"99",99,NA,0.214284294903583,5,5,5,5,3,NA,1,1,2,4,1,1,1,2,3,2,3,2,NA,3,3,3,4,5,4,1,7,45,0,0,1,3,NA,NA,2,1,0,0,3,0,6,6,76,0,1,0,0,0,1,85,2,1,5,1,85,0,3,NA,3,4,4,1,1,1,NA,1,85,1.10393827257458,-1.46859653925251,1.55009709908956,0.765570048809224,-0.0437844755695834,1.10435909199692,0.778508191235025,-0.0438096954049769,-1.46901053520988,1.55031778447395
"100",100,NA,0.305300147891751,4,3,3,3,3,3,1,1,4,2,1,NA,1,2,2,2,3,2,NA,3,2,2,3,3,NA,2,4,53,0,0,10,4,NA,NA,2,1,0,1,3,0,3,9,80,0,1,0,0,0,2,60,4,1,3,1,70,60,4,1,2,3,2,3,3,NA,2,4,10,-1.07394242732373,-1.07854556388165,-0.505168755763859,-0.335777969173849,-0.646346866118733,-1.07435181238005,-0.341452620625241,-0.646719161580963,-1.07884960484276,-0.50524067600751
"101",101,NA,0.87587419370977,4,4,2,4,3,NA,NA,NA,2,4,0,NA,1,1,3,3,3,3,3,3,1,3,4,5,3,1,7,42,0,0,14,1,NA,NA,2,6,0,1,2,1,2,1,48,0,0,0,0,0,5,0,5,5,1,NA,100,0,2,NA,2,1,2,1,1,1,NA,1,100,-0.895468060421783,1.77425388478407,-1.85275266822225,0.531169605147656,1.21871791328657,-0.895809411348076,0.540146377442165,1.21941989417739,1.7747540452543,-1.85301644230131
"102",102,NA,1.22586112465937,3,3,3,3,3,NA,NA,NA,4,2,0,NA,1,3,2,2,2,1,NA,2,3,2,3,5,6,5,4,42,0,0,4,1,NA,NA,2,1,0,1,3,0,2,17,61,0,1,0,0,0,4,100,2,4,4,NA,60,50,3,NA,1,1,1,3,3,NA,2,4,10,-1.69126238435818,0.963541278774928,-2.54348961753436,0.171022553034056,-1.32405575871427,-1.6919070907492,0.173912836101713,-1.32481841414983,0.963812900138255,-2.54385173096859
"103",103,NA,0.462647920647693,5,4,2,5,2,2,1,0,3,3,0,NA,1,3,3,3,2,3,1,3,1,3,4,5,6,2,7,6,0,0,31,4,NA,NA,2,1,0,1,3,0,7,17,45,0,1,0,0,0,1,95,1,1,5,NA,85,50,2,NA,3,2,3,1,1,1,NA,1,35,0.201229265779606,-1.46859653925251,-0.488223762680942,1.23437093613236,1.21871791328657,0.201305974039015,1.25523181882074,1.21941989417739,-1.46901053520988,-0.488293270487131
"104",104,NA,0.627409872280277,4,2,3,3,1,NA,1,0,4,2,1,1,1,2,3,1,3,1,3,3,2,1,3,3,2,2,2,16,0,0,1,4,NA,NA,2,1,0,1,2,1,4,7,37,0,1,0,0,0,5,0,4,4,1,2,15,85,6,NA,3,3,3,2,2,1,NA,7,NA,-1.07394242732373,1.35359225414579,0.185568193548252,-1.29986781775812,-1.30628686442574,-1.07435181238005,-1.32183559848181,-1.30703928498734,1.35397383050537,0.18559461265977
"105",105,NA,0.811314540269106,5,5,5,5,2,3,1,1,4,2,1,NA,1,2,3,2,3,2,1,1,2,1,3,1,1,4,1,18,0,0,5,2,NA,NA,1,1,0,1,3,0,6,17,36,0,1,0,0,0,5,0,3,4,1,2,0,60,6,NA,3,3,3,2,2,1,NA,7,NA,1.10393827257458,1.35359225414579,0.185568193548252,-1.53426826141969,-0.0437844755695834,1.10435909199692,-1.56019741227467,-0.0438096954049769,1.35397383050537,0.18559461265977
"106",106,NA,0.578128933030482,5,5,5,4,3,NA,1,1,2,4,1,NA,1,3,3,2,3,2,1,3,1,3,4,5,4,1,7,42,0,0,8,1,NA,NA,2,1,0,0,2,0,1,3,80,0,1,0,0,0,3,85,2,2,4,1,85,15,2,NA,3,2,3,1,1,1,NA,1,70,0.624560903407639,-0.267832957872501,-0.488223762680942,0.765570048809224,-0.0437844755695834,0.624798984978973,0.778508191235025,-0.0438096954049769,-0.267908459726717,-0.488293270487131
"107",107,NA,0.366225059588553,5,5,4,5,3,NA,1,1,4,2,1,NA,1,3,1,1,2,2,NA,1,2,1,4,2,1,2,1,24,0,0,6,3,NA,NA,2,1,0,1,2,1,2,4,66,0,1,0,0,0,4,0,5,5,1,2,0,85,7,NA,2,2,2,2,2,1,NA,7,NA,0.803035270309587,1.38420290941321,-1.17896071199305,-1.00420847446728,-1.83370275292851,0.803341386010952,-1.02117960896773,-1.83475896477044,1.38459311488718,-1.17912855915441
"108",108,NA,1.39258741688252,4,4,1,4,3,3,1,1,6,0,1,2,1,2,3,2,3,2,NA,2,3,2,4,3,2,2,4,25,0,0,9,1,NA,NA,2,1,0,1,2,0,2,10,80,0,1,0,0,0,5,40,3,4,3,2,30,85,5,NA,3,3,2,3,3,NA,1,5,NA,-1.19637106268677,1.35359225414579,-0.505168755763859,-0.236519434659814,-0.0437844755695834,-1.19682711733404,-0.240516615762783,-0.0438096954049769,1.35397383050537,-0.50524067600751
"109",109,NA,0.362290149900637,3,4,3,2,2,NA,1,1,6,0,1,1,1,2,1,1,3,2,NA,1,2,2,1,3,2,4,4,20,0,0,4,2,NA,NA,1,5,0,1,2,0,5,19,66,0,0,0,0,1,3,15,4,3,2,2,30,50,6,NA,2,3,3,3,3,NA,1,5,NA,-2.17063975352512,0.152828672765782,0.185568193548252,-1.82669879551702,-1.83370275292851,-2.17146719776715,-1.85757002568361,-1.83475896477044,0.152871755022211,0.18559461265977
"110",110,NA,3.39065793959252,4,4,4,3,3,NA,1,1,2,4,1,NA,1,2,3,2,2,2,NA,3,3,3,4,4,NA,2,6,42,0,0,9,1,NA,NA,2,1,0,1,3,0,3,17,60,0,1,0,0,0,2,50,2,2,4,1,70,10,4,2,2,3,4,2,2,2,NA,6,60,-0.773039425058741,-0.657883933243365,0.876305142860362,0.727570413924454,-0.0437844755695834,-0.773334106394086,0.73986636209379,-0.0438096954049769,-0.658069390093834,0.87642990132705
"111",111,NA,0.457411032119631,5,5,5,4,3,NA,NA,NA,4,2,1,NA,1,2,2,1,2,3,NA,NA,NA,1,NA,3,1,3,1,36,0,1,19,1,NA,NA,1,1,0,1,NA,NA,NA,19,34,0,1,0,0,0,NA,0,NA,NA,NA,2,0,70,6,NA,3,NA,NA,2,2,1,NA,7,NA,0.624560903407639,0,0,-1.28527784878082,-0.553431469783823,0.624798984978973,-1.30699905886488,-0.553750246025585,4.82707614439631e-17,1.10714582678795e-16
"112",112,NA,0.58383819946959,4,3,3,3,3,3,1,1,6,0,1,NA,1,2,2,1,3,2,NA,1,2,1,1,2,4,5,1,6,0,0,42,4,NA,NA,1,4,0,0,2,0,8,22,80,0,0,0,1,0,5,15,4,4,1,2,0,70,6,NA,3,2,3,2,2,1,NA,7,NA,-1.07394242732373,1.35359225414579,-0.488223762680942,-1.89118650433979,-1.23114036237936,-1.07435181238005,-1.92314757750998,-1.23184949859446,1.35397383050537,-0.488293270487131
